draw,channel,decay,k,beta
8,Connected TV,0.5893708666644268,68126.32717422496,532247.2605255892
8,Paid Social,0.5232638027858276,100788.32376696481,240910.14500488702
8,Display,0.28443446534755085,119277.92963235389,284766.6298347156
8,Affiliate,0.10597312075375137,64057.64912677007,406633.8080147796
8,Email / CRM,0.2998621664641752,8214.972687570511,85876.62496966886
8,Direct Mail,0.2575335431338213,38531.156037552486,124675.17050545232
8,Podcast,0.448493211169199,30786.26582774314,12418.159447120008
9,Paid Search,0.20366238177488974,43550.21865460064,776401.7151879801
9,Connected TV,0.6343190857330749,78006.68401895034,715542.0024863826
9,Paid Social,0.442622966813795,171066.14920521918,376311.2129076948
9,Display,0.5499529133846283,86633.20369808766,473293.42691366683
9,Affiliate,0.38992991234145763,16570.404238268336,500248.79187764664
9,Email / CRM,0.5157378628150123,26642.444516769163,50184.5658887429
9,Direct Mail,0.2992404753190429,57371.27926004294,53101.92791360782
9,Podcast,0.4133540906934077,65119.99338830197,283784.5038827401
10,Paid Search,0.0911147888354928,40465.8758463486,753387.3150295751
10,Connected TV,0.6654583190415166,89160.546181335,754811.2825235869
10,Paid Social,0.5439450160639621,474945.9872497001,766857.9064848386
10,Display,0.155143550778843,28012.49440352076,232429.81769839022
10,Affiliate,0.06596984762069115,40152.76779966521,271477.7288844597
10,Email / CRM,0.1667566649077103,9457.172471752807,117756.50245462888
10,Direct Mail,0.6379880696264442,112748.95892415369,235819.4996298943
10,Podcast,0.6152505969311345,56525.3682353529,123495.30658182633
11,Paid Search,0.15627941619497412,44987.79180748452,606923.4117509704
11,Connected TV,0.5066387772524935,61756.616001585644,426145.6745146129
11,Paid Social,0.36666384652847794,47379.774138237364,152929.258790238
11,Display,0.6391702441953625,66415.23340106512,322905.9763978695
11,Affiliate,0.10665157947109286,20072.29033419185,364663.57829138945
11,Email / CRM,0.26454668888053445,25717.49589704883,65005.1279282481
11,Direct Mail,0.8964827552078557,100385.5512574649,622136.4494227652
11,Podcast,0.6565930860487698,61451.85481752503,255402.4509396971
12,Paid Search,0.2077024311794815,45132.45446909419,811327.8237340638
12,Connected TV,0.6947171480270418,54628.504609792406,560675.6652704846
12,Paid Social,0.536746451973237,125182.40782558126,195667.38151581553
12,Display,0.16587897622774872,113954.99109046815,255103.8050112734
12,Affiliate,0.023554697114093522,19579.21311131112,486107.27174644603
12,Email / CRM,0.5860689561341508,14897.786012541983,148830.87465444443
12,Direct Mail,0.5782323294333255,180676.41758360947,416465.3177771143
12,Podcast,0.7699329298814708,13262.760511523886,110235.7150757114
13,Paid Search,0.1121057183076113,73700.35440177265,518331.7641273278
13,Connected TV,0.5248986800913727,76923.80281916201,695157.0733989628
13,Paid Social,0.08331955837521295,37558.191902505234,267112.47521268757
13,Display,0.47714501737265663,55865.27026344659,356505.70552322344
13,Affiliate,0.10991526285046475,46131.800090392186,254227.62479694927
13,Email / CRM,0.532498622975517,6596.866461508129,328727.48318989587
13,Direct Mail,0.23668118850749023,609386.3598239529,518794.2633863975
13,Podcast,0.7632586525318612,45605.49537414168,175352.40448383853
14,Paid Search,0.024408494877178624,39098.48596490361,721813.8511045952
14,Connected TV,0.5581495573350478,57801.51142270986,378070.79076432815
14,Paid Social,0.38687807818195225,22697.145102129896,545931.652604046
14,Display,0.5527269189741938,118075.13340257779,212614.16317780406
14,Affiliate,0.18474963325236818,107540.57666653553,549764.3436232462
14,Email / CRM,0.5926763608205028,20000.68811313087,81255.9195636354
14,Direct Mail,0.08655640558651967,98054.39284689736,272763.3677571308
14,Podcast,0.39603134484243807,40538.47524133452,40287.791939693874
15,Paid Search,0.20780764851603195,50678.055202197516,699706.4983881651
15,Connected TV,0.5058875695102153,33054.206385433834,142125.08828029392
15,Paid Social,0.7235581903740101,133040.84498243022,314720.04017785884
15,Display,0.5995349552378767,39553.10938037452,372371.3708235375
15,Affiliate,0.12296854833291913,55120.94738948312,94607.98561825608
15,Email / CRM,0.3062192343050937,15114.103493259125,169205.17270332636
15,Direct Mail,0.27332030227175524,32846.25961186697,97935.47705678307
15,Podcast,0.8247698447601868,23738.843174142337,66863.14888281461
16,Paid Search,0.14336068434049776,42373.82145868024,877497.5319094439
16,Connected TV,0.478181369645406,48284.5494682964,356437.05110872793
16,Paid Social,0.3651359264129485,96789.50722182721,152713.3408730792
16,Display,0.46372938038331435,138491.7022409428,321988.94173126447
16,Affiliate,0.2942989576777976,20165.27994826337,462400.0155380815
16,Email / CRM,0.14407343422902222,24968.85849084833,302731.2271069793
16,Direct Mail,0.4985093281875828,108654.38815982046,383820.71871090896
16,Podcast,0.49618841643186434,56545.994139848524,157479.71600237486
17,Paid Search,0.2188484451422453,57601.15535099101,773706.7053594292
17,Connected TV,0.7049745423140638,57572.01617395351,561280.9522808951
17,Paid Social,0.38095503251931423,90454.07723786029,161988.44407500324
17,Display,0.6208866646888065,31262.830842739084,202167.84269970903
17,Affiliate,0.10826733770299406,110129.80193916906,636052.2495981726
17,Email / CRM,0.43084427899963007,14530.121129089199,75983.05530760775
17,Direct Mail,0.38287485658709824,461518.62191665877,293897.3349315556
17,Podcast,0.2288130795506032,16041.149966201483,27537.89356003478
18,Paid Search,0.1689140970480926,54790.96226073598,525582.8889124654
18,Connected TV,0.7172303944610341,107022.1870938671,814820.0536639438
18,Paid Social,0.8324881242980664,21522.463752606895,591024.8276266416
18,Display,0.08441597042518567,127045.39825603734,299598.03892874887
18,Affiliate,0.27987171905557395,75756.07036655037,357420.66611998616
18,Email / CRM,0.7759417563630717,27697.752148619584,209263.49022355105
18,Direct Mail,0.5693285626138196,124199.0577869563,434189.6661423907
18,Podcast,0.22676303750632223,38435.663587945164,82555.27514804719
19,Paid Search,0.17176699255544756,31554.702006725714,1338163.2822102553
19,Connected TV,0.6294452363495457,169316.61670907415,1692600.08385975
19,Paid Social,0.3814465596446326,38942.07066289345,505089.053220358
19,Display,0.7300346009122742,57856.978729589086,476667.7764834989
19,Affiliate,0.0686617013798599,51212.35361105115,520729.1289742492
19,Email / CRM,0.48454369924922847,35092.92737795464,116873.65759883633
19,Direct Mail,0.42418351295510304,304670.9079119968,826003.8770937861
19,Podcast,0.36976828692671165,30824.011183641695,107439.2562576667
20,Paid Search,0.12204038063442924,36452.02836191903,1026113.5653223459
20,Connected TV,0.5130053848915945,83346.97239255125,503593.815594101
20,Paid Social,0.590288949758966,147457.90014018738,341325.70422707446
20,Display,0.46150120062820493,28572.650727744123,178662.17835668777
20,Affiliate,0.05659374170977349,18879.455181051464,359558.3927793314
20,Email / CRM,0.2863429198798351,47449.763136389345,89812.87702367186
20,Direct Mail,0.3348061886535246,310538.92023828113,311286.75689608767
20,Podcast,0.487563551533234,38277.58775753773,59336.79166626409
21,Paid Search,0.17069290747125707,41042.22238575622,831867.4288694666
21,Connected TV,0.5112223550183007,79858.67798750824,428425.23066578445
21,Paid Social,0.6317230044454342,42773.8992674927,411561.39725502697
21,Display,0.6453496277319369,52554.99250488598,378426.75769230584
21,Affiliate,0.10808370391326079,20550.465677217613,457113.2210117993
21,Email / CRM,0.8542489099432281,17336.78900225059,78734.528953719
21,Direct Mail,0.1781793903667891,52363.494971611144,49091.487547401215
21,Podcast,0.9460917483234341,63893.590453947916,66688.95608442088
22,Paid Search,0.1755182995549361,42835.932117220975,863885.8266406743
22,Connected TV,0.781210621897373,32989.48184927979,486210.5189783659
22,Paid Social,0.6921165386578262,70899.31184597911,132626.31393758775
22,Display,0.4673189227584777,90247.45644283874,220178.30441721785
22,Affiliate,0.1086380632372676,40959.33294436837,227829.0823427232
22,Email / CRM,0.5240245382371354,8888.81897122459,212060.4294028923
22,Direct Mail,0.5381893157853163,100159.46599698803,159018.30388278
22,Podcast,0.5131446831949891,45142.83987877235,96681.02150233813
23,Paid Search,0.03382602101792475,58308.85222256703,482777.55788252305
23,Connected TV,0.5257777213681828,59880.07424366864,296532.96114646114
23,Paid Social,0.7631142320327389,49326.54319384461,472357.62342733535
23,Display,0.47130019225638253,59893.99540867854,287008.4176414849
23,Affiliate,0.39928918476234443,31696.128892909037,351383.5430534078
23,Email / CRM,0.3990150683807369,22267.402048554963,80288.87590474164
23,Direct Mail,0.4324870410574504,69273.40041834016,91059.77129235199
23,Podcast,0.49776622719449387,24509.641179525723,127569.9864982016
24,Paid Search,0.08420688432892702,41869.323194355886,913822.2693864824
24,Connected TV,0.5781731993730371,58976.08052382036,435183.9728134363
24,Paid Social,0.4331371440192634,40920.11987717105,276620.3275640175
24,Display,0.4267179560639031,34597.923991979784,312963.831696329
24,Affiliate,0.5409016847217691,13744.908254505108,217856.1749353471
24,Email / CRM,0.5649352931395553,5508.393611546666,42683.516522359365
24,Direct Mail,0.4083867472294652,44105.98789564728,37978.3799146606
24,Podcast,0.2258105375538428,14461.265559123896,19659.073296684273
25,Paid Search,0.1370273838497485,42120.51569973531,862540.7838092125
25,Connected TV,0.4588149949272056,94124.1880719511,448030.8003949955
25,Paid Social,0.2274982646177882,72965.95393331151,51879.002078240366
25,Display,0.6310501773960543,70134.38713447796,405488.39567620016
25,Affiliate,0.030013233466006567,41119.52511286039,235405.77982651687
25,Email / CRM,0.7444710630440178,14494.314096939994,76529.75000722162
25,Direct Mail,0.6102101307352177,35111.018716133316,81659.22597676277
25,Podcast,0.8705113979758037,53237.37470765592,201207.57095521028
26,Paid Search,0.22571061478559795,60245.17160465075,416190.34252821864
26,Connected TV,0.5468657346648026,43239.00026527144,431929.8099005738
26,Paid Social,0.4395467694977816,151854.99323615056,444583.7956467459
26,Display,0.7945485318548358,92121.34542252045,364778.71747233695
26,Affiliate,0.1977513686127308,21015.50521228038,247859.29863005065
26,Email / CRM,0.6474467646719541,10120.234589187983,128876.98022961512
26,Direct Mail,0.08550387186239966,126453.4561523528,257272.41210036198
26,Podcast,0.6945890228932956,22949.059365421715,129225.81294644916
27,Paid Search,0.2126217783240704,59593.27378649812,656756.1693875338
27,Connected TV,0.5421593024826119,49997.916764494614,268521.1126164582
27,Paid Social,0.48149528826619187,45572.748461691874,401473.8342836791
27,Display,0.5903388350043378,50794.22181667489,305779.525533745
27,Affiliate,0.24167334187330133,193277.9110870847,414673.0501755713
27,Email / CRM,0.549206077445479,19436.210786683085,192653.1396892957
27,Direct Mail,0.12482447903086112,115951.6647268188,121668.8581537631
27,Podcast,0.6838988435087392,43116.11927427614,279603.1266669986
28,Paid Search,0.11494797778127597,36755.81706606619,1061869.2286034627
28,Connected TV,0.5141999674069407,25258.089310989177,273883.42089623865
28,Paid Social,0.7607019086209252,66025.17719770945,274394.8784706983
28,Display,0.37086131676870543,84693.48843148362,327193.20759226667
28,Affiliate,0.3135675317659896,76456.74065387773,495604.4634730886
28,Email / CRM,0.3517611343012138,12641.735616757855,5075.268523691263
28,Direct Mail,0.3308345367554994,55114.26920178196,188000.45023601508
28,Podcast,0.683857610236776,13685.544455979198,108118.3472137899
29,Paid Search,0.07255448126042109,47105.33071629635,593723.7576932652
29,Connected TV,0.6050022712860027,60414.70141548212,476966.47101081914
29,Paid Social,0.1545044913352383,190895.87659785364,348958.75125182734
29,Display,0.5848307449039056,341796.3419847673,1230758.3620523103
29,Affiliate,0.3640744642081773,25715.336982932917,263004.84083734173
29,Email / CRM,0.26159288532171976,17884.784770808285,224253.46881257457
29,Direct Mail,0.8884820038380655,176105.28642317952,557201.701917012
29,Podcast,0.4440658510500039,68249.14482530042,27726.437538831782
30,Paid Search,0.0875640440236829,62121.347177001924,518023.04654302885
30,Connected TV,0.7706987127376165,48017.012536678514,614414.8064913804
30,Paid Social,0.27809809114307615,44648.19607346834,394837.530925565
30,Display,0.3731445119674559,120873.0527528745,365345.5815351124
30,Affiliate,0.21717691366078126,31369.180615043875,225466.94484721762
30,Email / CRM,0.6573098080751466,47955.6532050633,494538.08208674274
30,Direct Mail,0.6389323649415365,48446.10511953716,393042.98447826965
30,Podcast,0.7296890497861003,57302.56475155344,187516.6518213182
31,Paid Search,0.10146718741161082,41201.31276245007,809587.9999607041
31,Connected TV,0.6183000125922662,107901.14866473545,739863.178572147
31,Paid Social,0.34195731281485753,108418.5608333508,237126.6843296065
31,Display,0.49690441936654717,156998.32416639497,109836.99186023584
31,Affiliate,0.440784003391036,26974.80088775307,323293.1923385458
31,Email / CRM,0.44984836718523413,14296.244574622093,115834.99526808655
31,Direct Mail,0.45955692747288185,89428.11143739738,298414.55311358307
31,Podcast,0.2940218453466249,12838.425064187593,19820.22088768062
32,Paid Search,0.25466822768409053,45863.55691893557,966834.4993818823
32,Connected TV,0.5690097229681451,49783.79022792402,232252.73902860947
32,Paid Social,0.4924959549594901,112915.96395004248,212028.10407886378
32,Display,0.485700739560772,183586.00868137908,1104138.973446124
32,Affiliate,0.21998632170081964,25099.746352580634,302560.7762725218
32,Email / CRM,0.8030953902797476,6814.779662910294,134845.7115653572
32,Direct Mail,0.23945713622522372,89973.23166662066,73234.71588818463
32,Podcast,0.40640350883342385,68134.19349413418,331475.1443787131
33,Paid Search,0.05924380963880819,36549.614926729766,792763.9907370991
33,Connected TV,0.6294770048435522,39324.20705967911,308010.98555965535
33,Paid Social,0.7917138408555654,232007.4856203317,587669.4801561584
33,Display,0.5871643453800486,177552.10798287953,311603.79017191683
33,Affiliate,0.16065027827327716,117496.76213135377,694013.0096847406
33,Email / CRM,0.4336515712229716,6042.932662499154,95839.8286625213
33,Direct Mail,0.17155944646263407,50529.029729360256,71071.23973231498
33,Podcast,0.5386622108233916,46839.144964136074,145893.0125200336
34,Paid Search,0.10228720193335221,55099.953926660404,600426.6349475001
34,Connected TV,0.645445102029967,37748.05094770885,480308.56250865303
34,Paid Social,0.6303434837517382,30355.808101137394,82321.27067582496
34,Display,0.19379331465670563,62313.92453933789,167303.10634641352
34,Affiliate,0.10481184967279804,211413.63738454506,431727.46233681135
34,Email / CRM,0.2529399041104074,9049.994419531859,157395.81672333548
34,Direct Mail,0.5524130152506044,116675.4542076388,362215.99631424615
34,Podcast,0.7784440318817439,56215.74342805127,239679.4717368924
35,Paid Search,0.08287567947983247,46694.10296790485,627052.3643243398
35,Connected TV,0.3662547204009472,101906.17118430394,466876.4479024879
35,Paid Social,0.24555361628565447,62638.21104475646,56521.82501818773
35,Display,0.5289820660911708,47740.05897669324,314070.6198487867
35,Affiliate,0.08711713511131565,40146.46857464916,122270.18272691256
35,Email / CRM,0.3199809629884772,5709.82745208636,130609.52077273933
35,Direct Mail,0.7641037269633661,70124.29839645054,128747.62726159208
35,Podcast,0.6993942235192738,37274.68509012416,178957.20189681617
36,Paid Search,0.09798192509003142,53507.06516702174,584015.953336728
36,Connected TV,0.383014352281725,57633.31329874534,411691.24233211816
36,Paid Social,0.44077722047351425,68447.58588244648,168534.17446205532
36,Display,0.7603072125204412,66614.535695432,530242.3015304531
36,Affiliate,0.13294171195669433,87212.40376432482,495665.25396898907
36,Email / CRM,0.45747200428949436,10455.528032548003,84822.90344863031
36,Direct Mail,0.6312986700138031,144693.49837922494,291762.751264782
36,Podcast,0.31394949230460334,91054.14381951952,430132.90465348156
37,Paid Search,0.16551221912938166,53608.06631457424,618945.5290938646
37,Connected TV,0.6612390672442245,56458.8459067568,595858.5208995169
37,Paid Social,0.6528034487013035,44425.88153145875,504256.98380237195
37,Display,0.26241080124171484,43962.90680243011,205769.24744848916
37,Affiliate,0.1258996301898802,55204.54583270609,181235.48871480214
37,Email / CRM,0.7507335059156035,11796.602877199133,101697.98417037819
37,Direct Mail,0.5494034790400808,158318.38820689975,384741.6706149296
37,Podcast,0.9320314195295959,156938.35182594147,140483.96755987706
38,Paid Search,0.11110656964475812,51229.71612438516,676015.8733345795
38,Connected TV,0.6708514586380043,66772.56560758979,807782.6808469773
38,Paid Social,0.6639019168773366,103605.64348656319,147098.86854786708
38,Display,0.49165133788573107,65303.722723652245,347672.0079084444
38,Affiliate,0.15958784865864353,65789.43515301481,417272.8025529352
38,Email / CRM,0.30516283340853784,9251.336964153483,126925.26332094395
38,Direct Mail,0.5282004665382681,225080.43495290194,270615.4962914999
38,Podcast,0.19072389930418748,45597.106416196184,94645.77808023663
39,Paid Search,0.21281211626613142,56074.052181099556,617319.1123104589
39,Connected TV,0.428376585583305,61945.65348959312,430260.60685610265
39,Paid Social,0.4823104239382673,58643.95995535952,344253.5091065794
39,Display,0.559493059510393,30870.701564571904,339758.35718646395
39,Affiliate,0.39551458144067864,26473.35414515681,32754.266168043614
39,Email / CRM,0.2169041941243039,28738.417901112418,48783.692150974464
39,Direct Mail,0.2719259761523101,538054.7717181573,841022.8626318042
39,Podcast,0.7038971265652597,68902.51618850886,104578.7632051794
40,Paid Search,0.09511954209442898,60762.904215524555,508284.9598690606
40,Connected TV,0.572178998149786,87137.4187337949,759387.7188141767
40,Paid Social,0.6370980885584937,253150.06867067312,474960.6508515038
40,Display,0.36937841147276423,36137.69538167816,311732.5127553003
40,Affiliate,0.30183475519262826,16309.02023213726,466930.8376925392
40,Email / CRM,0.35664241036277394,9730.623608594597,126230.74821645656
40,Direct Mail,0.424659015285132,175030.2651109447,140749.69638276185
40,Podcast,0.3283072071861505,32554.373849205636,133347.27952239875
41,Paid Search,0.09397257394717289,43697.50912759659,682830.0695118394
41,Connected TV,0.6779290311719189,41279.01712467679,392691.5698348038
41,Paid Social,0.5173440102565068,36570.35268118168,538695.6650810996
41,Display,0.48742207808470933,84132.86908761953,226026.17158422567
41,Affiliate,0.33431228100691734,130746.3745274568,522396.7288126484
41,Email / CRM,0.5187602198659432,23338.591666895572,68003.92946314816
41,Direct Mail,0.6452745787994663,90756.29282389914,285081.77721618704
41,Podcast,0.6948560108895941,65805.24489988042,283697.4671648113
42,Paid Search,0.11797522656715198,55232.869073347996,717101.8591170049
42,Connected TV,0.45925387219938824,50211.82436517444,352016.2428460194
42,Paid Social,0.5455275101453351,114159.02319711703,149218.95879362567
42,Display,0.43258021691863635,87770.13620796996,339449.5669767774
42,Affiliate,0.19689986408211668,17786.431600860924,275165.07738971576
42,Email / CRM,0.44954370483153017,7649.162631920716,116838.60182174569
42,Direct Mail,0.843884033994825,170469.69768447184,324871.9720907591
42,Podcast,0.5089862611685906,64411.98814257293,407709.95102001046
43,Paid Search,0.09350818526058613,57005.43647335696,537026.2710711622
43,Connected TV,0.6135675279997311,47686.56340993285,396146.27321706165
43,Paid Social,0.5944364831585486,451285.4441869869,1065628.2893342278
43,Display,0.6416493775803239,71800.7360647154,551612.1508903682
43,Affiliate,0.053469103072386406,88867.95072792355,270074.11937145755
43,Email / CRM,0.4150841100719252,8505.644134504222,139004.85503672945
43,Direct Mail,0.6671401402263518,107935.31222444033,324726.2133389686
43,Podcast,0.11854859502581615,50984.430567517964,176761.17558149487
44,Paid Search,0.14668039615676962,56288.39786591696,636312.6793836089
44,Connected TV,0.5095089086053183,56810.669544994955,597434.5336015866
44,Paid Social,0.11675504077846592,104080.48326714318,296980.40057317587
44,Display,0.8298710102910418,116239.40304836395,285540.93904700346
44,Affiliate,0.34056634157784665,58587.015250474724,499809.2897472995
44,Email / CRM,0.09445727245202108,12068.269775482771,117176.57342365611
44,Direct Mail,0.5961394917286302,66085.41313496628,167642.9011037926
44,Podcast,0.6588417058942657,43324.69808323715,240381.4013644551
45,Paid Search,0.09707182466737677,39492.63687656767,926849.520176998
45,Connected TV,0.48546457819409666,77775.54803204072,400247.75982142234
45,Paid Social,0.5083298650480397,144920.22372478954,357244.12488838437
45,Display,0.42894674440565367,184154.11837231263,733807.0051574208
45,Affiliate,0.3569187581822367,35601.889269852676,175392.6850534441
45,Email / CRM,0.521130107731128,16323.30409248316,153443.76549397578
45,Direct Mail,0.7386572662543306,64517.61650678491,335509.6317839626
45,Podcast,0.5494295121947166,31579.145814489577,154000.64898511142
46,Paid Search,0.15164511486020515,49204.61900919169,745415.2308685512
46,Connected TV,0.6611560871149464,69619.91951264036,538469.5001600714
46,Paid Social,0.3173534707225404,40253.90799148052,211911.19277586674
46,Display,0.6140774766502878,28880.328624624733,169181.4347375006
46,Affiliate,0.18646831846450998,56579.23498385264,392033.9110074408
46,Email / CRM,0.46155012008523955,12768.912173933037,78562.72031442329
46,Direct Mail,0.448401058382699,55746.38910347441,97433.81230297503
46,Podcast,0.6950452989499114,21171.5035409749,186408.7928632334
47,Paid Search,0.15952022182727726,46779.36148431801,706982.4617389506
47,Connected TV,0.29833386006043533,65929.35927576758,275869.1404393612
47,Paid Social,0.5151904206225063,52131.815716335484,140923.2434230481
47,Display,0.5161334210779063,90236.34244534232,573719.0898069836
47,Affiliate,0.06617803883094625,28996.980052284158,272623.7043423745
47,Email / CRM,0.6222904815592502,16206.05836517116,178261.93144076495
47,Direct Mail,0.30343652621098444,53702.71473676657,15783.453736624959
47,Podcast,0.7238170966775737,22338.91965152008,162349.25138290465
48,Paid Search,0.22960470985562362,48147.11400010428,690792.7581524765
48,Connected TV,0.577606266008867,108994.17115202559,696898.6382958575
48,Paid Social,0.8978458926814293,161908.69155639817,139141.45585125353
48,Display,0.20389191759775144,39937.382711748636,352491.81853120704
48,Affiliate,0.262809543653261,48433.47993792267,131725.88857841902
48,Email / CRM,0.42733096322337855,6224.062338024481,203220.2411560378
48,Direct Mail,0.5406812300663463,60619.36497072155,62194.1356667439
48,Podcast,0.1700375239245554,28135.92446154868,146698.6246373091
49,Paid Search,0.12116758114060472,51236.73724174071,590875.337043698
49,Connected TV,0.7328191647666846,50491.54736350974,526448.567297156
49,Paid Social,0.6533031072076882,146680.4084386204,172104.54621241533
49,Display,0.43240632612616786,165813.11194747908,206225.26494678418
49,Affiliate,0.31956226099907525,17976.296321441707,269814.1845571496
49,Email / CRM,0.24888832315286175,11400.306056482948,140658.85151424565
49,Direct Mail,0.5799505533338504,49760.26608679127,118349.86339545636
49,Podcast,0.9109540758173247,47360.192696158025,167942.55277963635
50,Paid Search,0.11785494636003789,35748.06295385522,945846.4236953714
50,Connected TV,0.6083763737812214,81358.0894256263,529622.8215950956
50,Paid Social,0.41939548490756,81239.54984210189,225585.49740466478
50,Display,0.399645001114695,59656.858938940204,247749.44994812165
50,Affiliate,0.22668471191582615,23645.718281489382,310211.2273346015
50,Email / CRM,0.36041264801780964,7749.875237368396,233937.60651706537
50,Direct Mail,0.1872716236403606,206670.839000941,367904.5570261431
50,Podcast,0.6753108992716269,24190.39346970856,48842.2742836996
51,Paid Search,0.0692391090572572,54076.01489422825,705167.1548903572
51,Connected TV,0.5632288252578255,77052.23406927468,701925.0350704375
51,Paid Social,0.5987276100090321,47422.67987115699,7063.632565299893
51,Display,0.6119380919275267,70326.16095085623,421060.76499560673
51,Affiliate,0.10617654655659076,29193.75201676381,373797.8994842757
51,Email / CRM,0.3197457080796195,14142.07375090857,215039.68998877596
51,Direct Mail,0.5037149919673831,37387.7233529433,129540.9249102842
51,Podcast,0.893636150709424,62106.31510771658,651070.0781489348
52,Paid Search,0.012584005763009052,46663.37221313158,588249.9888654276
52,Connected TV,0.6791270256696502,23779.72930730988,392628.3683235374
52,Paid Social,0.35477955241882453,49706.02170140198,92276.01351548756
52,Display,0.7435739867299892,123597.90752152205,297539.79784864135
52,Affiliate,0.2638443320772498,22526.469699547026,364659.28941619414
52,Email / CRM,0.29679432073569717,25033.310248290778,309290.67978906113
52,Direct Mail,0.5138198883212208,87357.76678958858,225633.35998324674
52,Podcast,0.7790384460384376,59455.33928645656,208619.7161368314
53,Paid Search,0.17786839008292193,47085.640181253235,559266.8007238008
53,Connected TV,0.17706736619289912,61082.44818247994,247106.8466054904
53,Paid Social,0.4733004051515408,81833.53232820843,131347.3920725927
53,Display,0.5789240514384586,65181.43582223202,194881.34466957024
